feature_id	IK2D	Sources	SMILES	gnps_Compound_Name	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	sirius_molecularFormula	sirius_name	isdb_component_id	isdb_structure_wikidata	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_score_taxo
1	KWIUHFFTVRNATP	SIRIUS	C[N+](C)(C)CC(=O)O					C5H11NO2	Abromine
2	CMUNUTVVOOHQPW	GNPS|SIRIUS	C[N+]1(CCCC1C(=O)O)C	Stachydrine (L-proline betaine)				C7H13NO2	stachydrine
3	OEYIOHPDSNJKLS	GNPS|SIRIUS	C[N+](C)(C)CCO	Choline				C5H13NO	Cholinum
4	GSEJCLTVZPLZKY	GNPS|SIRIUS	C(CO)N(CCO)CCO	Spectral Match to Triethanolamine from NIST14				C6H15NO3	Daltogen
5	GUBGYTABKSRVRQ	GNPS	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)O)O)O)O)O)O	MALTOSE	Saccharides	Disaccharides|Polysaccharides	Carbohydrates
5	SZXDOYFHSIIZCF	SIRIUS	CC(C)(C)OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl					C18H27Cl2NO2	Chlorambucil-t-butyl ester
6	WWNNZCOKKKDOPX	GNPS|SIRIUS	C[N+]1=CC=CC(=C1)C(=O)O	3-carboxy-1-methylpyridinium CollisionEnergy:102040				C7H7NO2	Gynesine
7	DECACTMEFWAFRE	SIRIUS	CCCCCCCCOC(=O)CCCCC(=O)OCC1=CC=CC=C1					C21H32O4	Benzyl octyl adipate
7	VINXKOZSSIAGKQ	ISDB	CO[C@@]12C[C@H]3[C@@H](CC[C@@]4(O)C(C)(C)CCC[C@]34C)[C@@H](C)C1=CC(=O)O2							15.0	http://www.wikidata.org/entity/Q105286912	Neocaesalpin E	Terpenoids	Diterpenoids	Cassane diterpenoids	http://www.wikidata.org/entity/Q1428973	6.0
9	OIRDTQYFTABQOQ	GNPS|SIRIUS	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	ADENOSINE	Nucleosides	Purine nucleos(t)ides	Carbohydrates	C10H13N5O4	Adenocor
10	QIGJYVCQYDKYDW	SIRIUS	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O					C12H22O11	Nigerose
11	GPEWINMGNPPOCM	SIRIUS	CCC(CO)NC1=NC2=C(N1CCO)C(=O)N(C(=O)N2C)C					C13H21N5O4	ACMC-20dcxh
11	UYJAYWZGEZOHRU	ISDB	Oc1ccc(CCCC[C@@H](O)CCc2ccc(O)cc2)cc1							105.0	http://www.wikidata.org/entity/Q72516641	Centrolobol	Shikimates and Phenylpropanoids	Diarylheptanoids	Linear diarylheptanoids	http://www.wikidata.org/entity/Q9627392	6.0
12	GPEWINMGNPPOCM	SIRIUS	CCC(CO)NC1=NC2=C(N1CCO)C(=O)N(C(=O)N2C)C					C13H21N5O4	ACMC-20dcxh
13	WCVUIHQUPRXYKT	GNPS|ISDB|SIRIUS	CC1=C(C(=O)C=CO1)OC2C(C(C(C(O2)COC(=O)CC(C)(CC(=O)O)O)O)O)O	NCGC00384576-01_C18H24O12_2-Methyl-4-oxo-4H-pyran-3-yl 6-O-(4-carboxy-3-hydroxy-3-methylbutanoyl)-beta-D-glucopyranoside				C18H24O12	Licoagroside B	10.0	http://www.wikidata.org/entity/Q105302125	Licoagroside B (Not validated)				http://www.wikidata.org/entity/Q164263	7.0
14	GFFGJBXGBJISGV	GNPS|SIRIUS	C1=NC2=NC=NC(=C2N1)N	ADENINE - 20.0 eV	Pseudoalkaloids	Purine alkaloids	Alkaloids	C5H5N5	adenine
15	ANSREVRTPGYVNC	ISDB	CC(=O)O[C@H]1CCC(C)(C)[C@]2(O)C[C@H](O)[C@H]3[C@H](C=O)c4ccoc4C[C@@H]3[C@@]12C							15.0	http://www.wikidata.org/entity/Q104915388	[(1S,4aR,6S,6aR,7S,11aS,11bS)-7-formyl-4a,6-dihydroxy-4,4,11b-trimethyl-2,3,5,6,6a,7,11,11a-octahydro-1H-naphtho[2,1-f][1]benzofuran-1-yl] acetate	Terpenoids	Diterpenoids	Cassane diterpenoids	http://www.wikidata.org/entity/Q2932877	6.0
15	FETPRYGDJQBBEF	ISDB	CC(=O)OC1CC(C)(C)C2(O)CCc3c(cc4occc4c3C)C2(C)C1OC(C)=O							15.0	http://www.wikidata.org/entity/Q104994186	(1-acetyloxy-4a-hydroxy-4,4,7,11b-tetramethyl-2,3,5,6-tetrahydro-1H-naphtho[2,1-f][1]benzofuran-2-yl) acetate	Terpenoids	Diterpenoids	Cassane diterpenoids	http://www.wikidata.org/entity/Q2932877	6.0
15	GNVNPMSQXFIVMN	SIRIUS	CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)NC3CCOC(C3)(C)C)O					C24H33NO6
15	NSAZUFNXZWNEIG	ISDB	CC(=O)O[C@@H]1[C@H](OC(C)=O)C[C@]2(C)c3cc4occc4c(C)c3CC[C@@]2(O)C1(C)C							15.0	http://www.wikidata.org/entity/Q105184940	[(2R,3S,4aS,11bR)-3-acetyloxy-4a-hydroxy-4,4,7,11b-tetramethyl-2,3,5,6-tetrahydro-1H-naphtho[2,1-f][1]benzofuran-2-yl] acetate	Terpenoids	Diterpenoids	Cassane diterpenoids	http://www.wikidata.org/entity/Q2932877	6.0
15	PNIWOPXSKRPGQY	ISDB	CC(=O)O[C@H]1CCC(C)(C)[C@]2(O)[C@@H](OC(C)=O)Cc3c(cc4occc4c3C)[C@@]12C							15.0	http://www.wikidata.org/entity/Q105211964	[(1S,4aR,5S,11bS)-5-acetyloxy-4a-hydroxy-4,4,7,11b-tetramethyl-2,3,5,6-tetrahydro-1H-naphtho[2,1-f][1]benzofuran-1-yl] acetate	Terpenoids	Diterpenoids	Cassane diterpenoids	http://www.wikidata.org/entity/Q2932877	6.0
