id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
167_mapp_batch_00020_gf_sirius_398	C37H66O5	[M + Na]+	Fatty acids	0.9999818801879883	Glycerolipids	0.9998432397842407	Diacylglycerols	0.9985353946685791	Lineolic acids and derivatives	0.8967012763023376			Lineolic acids and derivatives	0.8967012763023376	Fatty Acyls	0.9998847246170044	Lipids and lipid-like molecules	0.9995517134666443	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Lineolic acids and derivatives; Carboxylic acid derivatives; Diacylglycerols; Carboxylic acid esters; 1,2-diacylglycerols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
289_mapp_batch_00020_gf_sirius_283	C7H16N4O2	[M + H]+	Amino acids and Peptides	0.9996460676193237	Small peptides	0.9993802309036255	Aminoacids	0.9941366910934448	Arginine and derivatives	0.552266538143158	Amino acids and derivatives	0.9995618462562561	Amino acids, peptides, and analogues	0.9995905756950378	Carboxylic acids and derivatives	0.9999052286148071	Organic acids and derivatives	0.9998689889907837	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Arginine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
143_mapp_batch_00020_gf_sirius_161	C5H4N4O2	[M + H]+	Alkaloids	0.9967840909957886	Pseudoalkaloids (transamidation)	0.6737813353538513	Purine alkaloids	0.4812258780002594	Xanthines	0.9483482837677002	Xanthines	0.9483482837677002	Purines and purine derivatives	0.8565971851348877	Imidazopyrimidines	0.8716666102409363	Organoheterocyclic compounds	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
313_mapp_batch_00020_gf_sirius_291	C9H6O2	[M + H]+	Polyketides	0.7409867644309998	Coumarins	0.7368886470794678	Simple coumarins	0.39165619015693665	Chromones	0.775471568107605	Chromones	0.775471568107605	1-benzopyrans	0.9980649352073669	Benzopyrans	0.9974664449691772	Organoheterocyclic compounds	0.9999029636383057	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Chromones; Phenylpropanoids and polyketides; Organooxygen compounds; Pyranones and derivatives; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
240_mapp_batch_00020_gf_sirius_272	C41H66O13	[M + H]+	Terpenoids	0.9999833106994629	Triterpenoids	0.9947197437286377	Oleanane triterpenoids	0.9932559728622437	Triterpene saponins	0.6107909679412842	Triterpene glycosides	0.6005321741104126	Terpene glycosides	0.42557430267333984	Prenol lipids	0.9894587993621826	Lipids and lipid-like molecules	0.9978105425834656	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Disaccharides; Triterpenoids; Triterpene glycosides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Triterpene saponins; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
341_mapp_batch_00020_gf_sirius_77	C20H31Cl2NO2	[M + H]+	Alkaloids	0.7236232161521912	Steroids	0.15756313502788544	Simple amide alkaloids	0.06283549219369888	Lipids and lipid-like molecules	0.6842367649078369							Lipids and lipid-like molecules	0.6842367649078369	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Organochlorides; Tertiary carboxylic acid amides; Carbonyl compounds; Vinyl chlorides; Vinyl halides; Haloalkenes; Chloroalkenes; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
265_mapp_batch_00020_gf_sirius_760	C8H20NO6P	[M + H]+	Fatty acids	0.5884535312652588	Glycerophospholipids	0.9109957218170166	Glycerophosphocholines	0.9356982707977295	Phosphocholines	0.9996366500854492	Cholines	0.9999372959136963	Quaternary ammonium salts	0.9999586343765259	Organonitrogen compounds	0.9999885559082031	Organic nitrogen compounds	0.9999933242797852	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Phosphocholines; Secondary alcohols; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
39_mapp_batch_00020_gf_sirius_845	C15H29N5O5	[M + Na]+	Alkaloids	0.1407993584871292	Small peptides	0.4017893671989441	Polyamines	0.12716977298259735	Alpha amino acids and derivatives	0.7022060751914978	Amino acids and derivatives	0.7552846670150757	Amino acids, peptides, and analogues	0.7348558902740479	Carboxylic acids and derivatives	0.9715827107429504	Organic acids and derivatives	0.9968101382255554	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
193_mapp_batch_00020_gf_sirius_258	C8H13NO2	[M + H]+	Alkaloids	0.9169049263000488	Lysine alkaloids	0.9341354966163635	Piperidine alkaloids	0.7794748544692993	N-unsubstituted carboxylic acid imides	0.6279157400131226	Carboxylic acid imides	0.1255960464477539	Carboxylic acid derivatives	0.963765025138855	Carboxylic acids and derivatives	0.928386390209198	Organic acids and derivatives	0.9931245446205139	Organic compounds; Organoheterocyclic compounds; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; N-unsubstituted carboxylic acid imides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
215_mapp_batch_00020_gf_sirius_403	C20H27NO11	[M + H]+	Amino acids and Peptides	0.9914373755455017	Amino acid glycosides	0.9971928000450134	Cyanogenic glycosides	0.984050452709198	Disaccharides	0.8885047435760498	Disaccharides	0.8885047435760498	Carbohydrates and carbohydrate conjugates	0.9985138773918152	Organooxygen compounds	0.9999992847442627	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
144_mapp_batch_00020_gf_sirius_162	C6H11NO2	[M + H]+	Amino acids and Peptides	0.933687686920166	Small peptides	0.9798438549041748	Aminoacids	0.9005144238471985	Alpha amino acids	0.9782924056053162	Amino acids and derivatives	0.9993411898612976	Amino acids, peptides, and analogues	0.9992824196815491	Carboxylic acids and derivatives	0.999916672706604	Organic acids and derivatives	0.9998785257339478	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Dialkylamines; Alpha amino acids; Piperidinecarboxylic acids; Amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
89_mapp_batch_00020_gf_sirius_212	C14H21NO8	[M + H]+	Alkaloids	0.664257824420929	Nicotinic acid alkaloids	0.4341825246810913	Pyridine alkaloids	0.40305089950561523	Hexoses	0.9513772130012512	Monosaccharides	0.9992998838424683	Carbohydrates and carbohydrate conjugates	0.999921441078186	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyridines and derivatives; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Aromatic alcohols; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxypyridines; Methylpyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
168_mapp_batch_00020_gf_sirius_171	C11H13NO6	[M + Na]+	Carbohydrates	0.42085403203964233	Nucleosides	0.25058862566947937	Pyridine alkaloids	0.2692524194717407	Glycosylamines	0.9986580610275269	Glycosyl compounds	0.954309344291687	Carbohydrates and carbohydrate conjugates	0.97654128074646	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyridines and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Pentoses; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Polyols; Pyridinecarboxylic acids; 1,2-diols; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
290_mapp_batch_00020_gf_sirius_420	C6H9N3O2	[M + H]+	Amino acids and Peptides	0.995781660079956	Small peptides	0.9994983673095703	Aminoacids	0.9927287101745605	Histidine and derivatives	0.8663895726203918	Amino acids and derivatives	0.9998507499694824	Amino acids, peptides, and analogues	0.9998620748519897	Carboxylic acids and derivatives	0.9991958737373352	Organic acids and derivatives	0.9998284578323364	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
69_mapp_batch_00020_gf_sirius_667	C30H46O3	[M + H]+	Terpenoids	0.9999141693115234	Triterpenoids	0.9998736381530762	Oleanane triterpenoids	0.4313530921936035	Triterpenoids	0.9909226298332214			Triterpenoids	0.9909226298332214	Prenol lipids	0.9577869176864624	Lipids and lipid-like molecules	0.9360519051551819	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
314_mapp_batch_00020_gf_sirius_699	C17H28O10	[M + Na]+	Terpenoids	0.7388996481895447	Monoterpenoids	0.2665952146053314	Fatty acyl glycosides of mono- and disaccharides	0.4616588056087494	Saccharolipids	0.5175477266311646					Saccharolipids	0.5175477266311646	Lipids and lipid-like molecules	0.9041544198989868	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
117_mapp_batch_00020_gf_sirius_148	C5H9NO2	[M + H]+	Amino acids and Peptides	0.9875568151473999	Small peptides	0.9967340230941772	Aminoacids	0.9379681944847107	L-alpha-amino acids	0.5279091000556946	Amino acids and derivatives	0.9999265670776367	Amino acids, peptides, and analogues	0.9999212026596069	Carboxylic acids and derivatives	0.9998757839202881	Organic acids and derivatives	0.9998418092727661	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Alpha amino acids; Pyrrolidine carboxylic acids; Amines; Secondary amines; Organic oxides; Azacyclic compounds; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
70_mapp_batch_00020_gf_sirius_521	C19H37NO3	[M + H]+	Fatty acids	0.9805723428726196	Fatty amides	0.9564741253852844	N-acyl amines	0.9819566011428833	N-acyl-alpha amino acids	0.8832821846008301	Amino acids and derivatives	0.22347578406333923	Amino acids, peptides, and analogues	0.22210507094860077	Carboxylic acids and derivatives	0.9963042736053467	Organic acids and derivatives	0.9936750531196594	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
291_mapp_batch_00020_gf_sirius_695	C7H17NO3	[M + H]+	Fatty acids	0.7741991877555847	Ornithine alkaloids	0.23062103986740112	Fatty alcohols	0.22626303136348724	Alkanolamines	0.5113798975944519	Alkanolamines	0.5113798975944519	Amines	0.9988189339637756	Organonitrogen compounds	0.9999949932098389	Organic nitrogen compounds	0.9999914169311523	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
40_mapp_batch_00020_gf_sirius_1065	C13H23NO3	[M + H]+	Fatty acids	0.8459299206733704	Fatty amides	0.18949872255325317	Primary amides	0.6956916451454163	Medium-chain fatty acids	0.534841775894165	Medium-chain fatty acids	0.534841775894165	Fatty acids and conjugates	0.9339638948440552	Fatty Acyls	0.953973650932312	Lipids and lipid-like molecules	0.9519953727722168	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
145_mapp_batch_00020_gf_sirius_1075	C9H10O	[M + H]+	Shikimates and Phenylpropanoids	0.8421238660812378	Phenylpropanoids (C6-C3)	0.9416223168373108	Cinnamic acids and derivatives	0.8404895663261414	Cinnamaldehydes	0.5214324593544006					Cinnamaldehydes	0.5214324593544006	Phenylpropanoids and polyketides	0.41887882351875305	Organic compounds; Cinnamaldehydes; Styrenes; Organooxygen compounds; Benzene and substituted derivatives; Enals; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
194_mapp_batch_00020_gf_sirius_537	C13H21N5O4	[M + H]+	Alkaloids	0.48568087816238403	Pseudoalkaloids	0.4005613327026367	Purine alkaloids	0.36086225509643555	Purines and purine derivatives	0.9262008666992188			Purines and purine derivatives	0.9262008666992188	Imidazopyrimidines	0.9641356468200684	Organoheterocyclic compounds	0.9987922310829163	Organic compounds; Organoheterocyclic compounds; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Acetals; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
118_mapp_batch_00020_gf_sirius_1073	C4H8N6O4	[M + H]+	Amino acids and Peptides	0.6562066078186035	Small peptides	0.5364289283752441	Aminoacids	0.4593495726585388	Amino acids and derivatives	0.5112902522087097	Amino acids and derivatives	0.5112902522087097	Amino acids, peptides, and analogues	0.5356330275535583	Carboxylic acids and derivatives	0.39413756132125854	Organic acids and derivatives	0.7885167598724365	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic 1,3-dipolar compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
41_mapp_batch_00020_gf_sirius_197	C16H28N4O8	[M + H]+	Amino acids and Peptides	0.3942335844039917	Small peptides	0.29217422008514404	Dipeptides	0.22966475784778595	Amino acids and derivatives	0.7074090242385864	Amino acids and derivatives	0.7074090242385864	Amino acids, peptides, and analogues	0.7282693386077881	Carboxylic acids and derivatives	0.9686601161956787	Organic acids and derivatives	0.9851576089859009	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
292_mapp_batch_00020_gf_sirius_284	C6H15N3O2	[M + H]+	Amino acids and Peptides	0.4850139915943146	Small peptides	0.4612662196159363	Aminoacids	0.5297771692276001	Amino acids, peptides, and analogues	0.5003007054328918			Amino acids, peptides, and analogues	0.5003007054328918	Carboxylic acids and derivatives	0.7006790637969971	Organic acids and derivatives	0.7897284626960754	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Monoalkylamines; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
315_mapp_batch_00020_gf_sirius_292	C7H14N2O3	[M + H]+	Amino acids and Peptides	0.9981563687324524	Small peptides	0.9972322583198547	Dipeptides	0.9437676668167114	N-acyl-alpha amino acids	0.8818314075469971	Amino acids and derivatives	0.999767005443573	Amino acids, peptides, and analogues	0.9997543692588806	Carboxylic acids and derivatives	0.9999973773956299	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
342_mapp_batch_00020_gf_sirius_430	C5H11NO2	[M + K]+	Fatty acids	0.6218336224555969	Small peptides	0.5161017775535583	Aminoacids	0.5979452133178711	Alpha amino acids and derivatives	0.5104307532310486	Amino acids and derivatives	0.7301877737045288	Amino acids, peptides, and analogues	0.7340086698532104	Carboxylic acids and derivatives	0.9786385893821716	Organic acids and derivatives	0.9887479543685913	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
71_mapp_batch_00020_gf_sirius_778	C10H8O3	[M + H]+	Shikimates and Phenylpropanoids	0.9996178150177002	Phenylpropanoids (C6-C3)	0.9983043670654297	Cinnamic acids and derivatives	0.998847246170044	Coumaric acids and derivatives	0.9001493453979492	Coumaric acids and derivatives	0.9001493453979492	Hydroxycinnamic acids and derivatives	0.9822052121162415	Cinnamic acids and derivatives	0.9940713047981262	Phenylpropanoids and polyketides	0.9989116191864014	Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
90_mapp_batch_00020_gf_sirius_213	C17H20N4O6	[M + H]+	Alkaloids	0.9980483055114746	Pseudoalkaloids	0.9077808856964111	pteridine alkaloids	0.9783510565757751	Flavins	0.8677138686180115	Flavins	0.8677138686180115	Alloxazines and isoalloxazines	0.9997144341468811	Pteridines and derivatives	0.9999998807907104	Organoheterocyclic compounds	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Pyrazines; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Pyrimidones; Organooxygen compounds; Alloxazines and isoalloxazines; Quinoxalines; Flavins; Diazines; Secondary alcohols; Polyols; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities
216_mapp_batch_00020_gf_sirius_1084	C13H25NO3	[M + Na]+	Fatty acids	0.7520645260810852	Fatty amides	0.6317572593688965	N-acyl amines	0.34037673473358154	Carboxylic acid derivatives	0.796994686126709			Carboxylic acid derivatives	0.796994686126709	Carboxylic acids and derivatives	0.9447141289710999	Organic acids and derivatives	0.9101321697235107	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
266_mapp_batch_00020_gf_sirius_868	C11H23NO7	[M + H]+	Amino acids and Peptides	0.9792322516441345	Amino acid glycosides	0.9505143165588379	Cyanogenic glycosides	0.4766084551811218	Fatty acyl glycosides of mono- and disaccharides	0.5293660163879395	Fatty acyl glycosides of mono- and disaccharides	0.5293660163879395	Fatty acyl glycosides	0.530460774898529	Fatty Acyls	0.3134341537952423	Lipids and lipid-like molecules	0.4252692759037018	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
